Protocol Number | Time (s) | Source Cluster | Destination Cluster | Source IP | Destination IP | Protocol Name | Length (bytes) | Flags (hex)
17 | 1741752996.71 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.71 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.71 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 65 | DF
17 | 1741752996.71 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.72 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.72 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
6 | 1741752996.72 | B | B | 192.168.68.71 | 172.64.153.56 | TCP | 118 | DF
6 | 1741752996.72 | B | B | 192.168.68.71 | 172.64.153.56 | TCP | 146 | DF
6 | 1741752996.72 | B | B | 192.168.68.71 | 172.64.153.56 | TCP | 537 | DF
6 | 1741752996.72 | B | B | 192.168.68.71 | 172.64.153.56 | TCP | 275 | DF
17 | 1741752996.72 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 66 | DF
17 | 1741752996.72 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1243 | DF
17 | 1741752996.73 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1261 | DF
17 | 1741752996.73 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1118 | DF
17 | 1741752996.73 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 65 | DF
17 | 1741752996.73 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.73 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752996.73 | B | B | 172.64.153.56 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752996.73 | B | B | 172.64.153.56 | 192.168.68.71 | TCP | 575 | DF
17 | 1741752996.73 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 737 | DF
17 | 1741752996.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 303 | DF
17 | 1741752996.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 286 | DF
17 | 1741752996.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 445 | DF
17 | 1741752996.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1017 | DF
17 | 1741752996.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1064 | DF
17 | 1741752996.75 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.75 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.75 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.75 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.75 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
6 | 1741752996.75 | B | B | 192.168.68.71 | 172.64.153.56 | TCP | 85 | DF
17 | 1741752996.75 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 563 | DF
17 | 1741752996.75 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752996.75 | B | B | 172.64.153.56 | 192.168.68.71 | TCP | 54 | DF
17 | 1741752996.75 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 126 | DF
17 | 1741752996.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 100 | DF
17 | 1741752996.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.77 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.77 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.77 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 579 | DF
17 | 1741752996.77 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.77 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.77 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.77 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.77 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.78 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.78 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.78 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.78 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 65 | DF
17 | 1741752996.78 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 66 | DF
17 | 1741752996.78 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 918 | DF
17 | 1741752996.78 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.78 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.78 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 936 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 658 | DF
17 | 1741752996.80 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.80 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 234 | DF
17 | 1741752996.80 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.80 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752996.80 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.80 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.80 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.80 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 91 | DF
17 | 1741752996.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.81 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1152 | DF
17 | 1741752996.81 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752996.81 | B | B | 172.67.142.245 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752996.81 | B | B | 172.67.142.245 | 192.168.68.71 | TCP | 54 | DF
17 | 1741752996.81 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1169 | DF
6 | 1741752996.82 | B | B | 172.67.142.245 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752996.82 | B | B | 172.67.142.245 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752996.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752996.82 | B | B | 172.67.142.245 | 192.168.68.71 | TCP | 594 | DF
17 | 1741752996.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 625 | DF
17 | 1741752996.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 344 | DF
17 | 1741752996.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1005 | DF
6 | 1741752996.83 | B | B | 192.168.68.71 | 172.67.142.245 | TCP | 54 | DF
17 | 1741752996.84 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.84 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.84 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.84 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.84 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.84 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.84 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.84 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.84 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1218 | DF
17 | 1741752996.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 517 | DF
17 | 1741752996.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 251 | DF
17 | 1741752996.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1119 | DF
17 | 1741752996.86 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.86 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.86 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.86 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.87 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.87 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
6 | 1741752996.87 | B | B | 192.168.68.71 | 172.67.142.245 | TCP | 118 | DF
6 | 1741752996.87 | B | B | 192.168.68.71 | 172.67.142.245 | TCP | 146 | DF
6 | 1741752996.87 | B | B | 192.168.68.71 | 172.67.142.245 | TCP | 555 | DF
17 | 1741752996.87 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.87 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 241 | DF
17 | 1741752996.88 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.88 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.88 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 482 | DF
17 | 1741752996.88 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.88 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.88 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 555 | DF
17 | 1741752996.88 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.88 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.89 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.89 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.89 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 966 | DF
17 | 1741752996.89 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.89 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.89 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 88 | DF
17 | 1741752996.89 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.89 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.89 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.90 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.90 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.90 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.90 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.90 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.90 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.90 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.90 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.90 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.91 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.91 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.91 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.91 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1144 | DF
17 | 1741752996.91 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.91 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.91 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.91 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.91 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1079 | DF
17 | 1741752996.92 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752996.92 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 91 | DF
17 | 1741752996.92 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.92 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1087 | DF
6 | 1741752996.92 | B | B | 172.64.153.56 | 192.168.68.71 | TCP | 54 | DF
17 | 1741752996.92 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.92 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.92 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1212 | DF
17 | 1741752996.92 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.92 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.92 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 810 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.93 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 363 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.94 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.95 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.95 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.95 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 446 | DF
17 | 1741752996.95 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.95 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.95 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.95 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.95 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.95 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.95 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.95 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 690 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 387 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1074 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 477 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 172 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.96 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.97 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.97 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.97 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.97 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.97 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.97 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.97 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 239 | DF
17 | 1741752996.97 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 684 | DF
17 | 1741752996.97 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.97 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.97 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752996.98 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.98 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.98 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.98 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.98 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.98 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 355 | DF
17 | 1741752996.98 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.98 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.98 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.99 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.99 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.99 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.99 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.99 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.99 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.99 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752996.99 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.00 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.00 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.00 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.00 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.00 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.00 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.00 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.01 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.01 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.01 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 237 | DF
17 | 1741752997.01 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.01 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.01 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.01 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.01 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.02 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 88 | DF
17 | 1741752997.02 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.02 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.02 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.02 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.02 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.02 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 608 | DF
17 | 1741752997.02 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.02 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.02 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.03 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 664 | DF
17 | 1741752997.03 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.03 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.03 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.03 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752997.03 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 372 | DF
17 | 1741752997.03 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752997.03 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752997.03 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752997.03 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752997.04 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1292 | DF
17 | 1741752997.04 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 158 | DF
